발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2018,2018-07-06 12:35,주,금,1,1,0,0,0,경기,안성시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,978607,1904104,127.259137,37.13539071
2018,2018-02-08 17:35,주,목,1,1,0,0,0,경기,안양시,차대차,측면충돌,측면충돌,운전자법규위반,부당한 회전,교차로,교차로횡단보도내,자전거,자전거,승합차,승합차,951705,1932941,126.9543854,37.39431405
2018,2018-08-31 23:35,야,금,1,1,0,0,0,경기,이천시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,998651,1926105,127.4847718,37.33395303
2018,2018-01-27 06:07,주,토,1,2,0,1,0,경기,이천시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,991900,1922300,127.4086044,37.29962065
2018,2018-06-07 20:30,야,목,1,2,1,0,0,경기,여주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1015224,1922833,127.6717892,37.3043357
2018,2018-09-09 04:00,야,일,1,1,0,0,0,경기,용인시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,977088,1924229,127.2414162,37.31676134
2018,2018-07-03 04:45,야,화,1,1,0,0,0,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,교량위,화물차,화물차,보행자,보행자,977031,1923742,127.2407879,37.31237018
2018,2018-07-10 17:11,주,화,1,1,0,0,0,경기,용인시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,989097,1905846,127.3772178,37.15127457
2018,2018-02-03 14:35,주,토,1,1,0,0,0,경기,용인시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,건설기계,건설기계,원동기장치자전거,원동기장치자전거,962272,1918828,127.0744811,37.26759464
2018,2018-09-08 19:20,야,토,1,1,0,0,0,경기,김포시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,자전거,자전거,918344,1960559,126.5744545,37.64088082
2018,2018-10-04 23:40,야,목,1,2,0,1,0,경기,김포시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승합차,승합차,926855,1961076,126.6708625,37.64625763
2018,2018-09-01 15:28,주,토,1,1,0,0,0,경기,김포시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,자전거,자전거,921338,1965351,126.60787,37.68432921
2018,2018-12-20 13:55,주,목,1,1,0,0,0,경기,김포시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,922531,1962831,126.6216664,37.66171969
2018,2018-09-18 16:12,주,화,1,1,0,0,0,경기,양평군,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,불명,불명,원동기장치자전거,원동기장치자전거,999549,1944894,127.4948974,37.50331402
2018,2018-09-11 09:53,주,화,1,1,0,0,0,경기,양평군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1015089,1949881,127.6708189,37.54814153
2018,2018-01-26 11:40,주,금,1,1,0,0,0,경기,양평군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,987863,1955924,127.3624998,37.60265388
2018,2018-06-27 16:50,주,수,1,1,0,0,0,경기,양평군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,농기계,농기계,없음,없음,1006991,1937560,127.5790264,37.43718114
2018,2018-01-29 23:55,야,월,1,1,0,0,0,경기,오산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,없음,없음,959452,1910659,127.0431209,37.19384239
2018,2018-04-29 23:40,야,일,1,5,2,2,0,경기,화성시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,승합차,승합차,959021,1912264,127.0381765,37.20829076
2018,2018-09-14 22:59,야,금,1,1,0,0,0,경기,부천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,934254,1943507,126.7563032,37.48847138
2018,2018-11-11 21:10,야,일,1,2,1,0,0,경기,광명시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,944457,1942803,126.8717624,37.48279625
2018,2018-12-27 01:56,야,목,1,1,0,0,0,경기,안산시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,없음,없음,939172,1922412,126.813666,37.29867545
2018,2018-09-25 03:00,야,화,1,1,0,0,0,경기,안산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,941219,1924386,126.836605,37.31659949
2018,2018-10-21 16:15,주,일,1,1,0,0,0,경기,안산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,918097,1917078,126.5764848,37.24898324
2018,2018-05-28 17:56,주,월,1,1,0,0,0,경기,안산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,935615,1926548,126.7731757,37.33571459
2018,2018-01-10 15:00,주,수,1,3,1,1,0,경기,안산시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,승용차,승용차,939611,1925506,126.8183673,37.32659126
2018,2018-10-08 03:45,야,월,1,3,1,1,0,경기,수원시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,화물차,화물차,957763,1918422,127.0236505,37.26374137
2018,2018-03-22 02:00,야,목,1,1,0,0,0,경기,수원시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,962531,1917773,127.0774553,37.25809556
2018,2018-09-20 21:10,야,목,1,1,0,0,0,경기,군포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,950865,1928104,126.945217,37.35067189
2018,2018-10-17 03:40,야,수,1,1,0,0,0,경기,성남시,차량단독,전복,전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,970994,1938600,127.1720769,37.44612695
2018,2018-06-20 20:00,야,수,1,1,0,0,0,경기,시흥시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,937070,1937143,126.7886981,37.43130866
2018,2018-09-04 18:09,야,화,1,2,0,1,0,경기,시흥시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,937503,1931851,126.7940397,37.38364057
2018,2018-12-24 08:16,주,월,1,1,0,0,0,경기,시흥시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,931502,1927689,126.7266435,37.34570419
2018,2018-11-11 03:40,야,일,1,1,0,0,0,경기,수원시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,953846,1916125,126.9796185,37.24285099
2018,2018-07-26 01:05,야,목,1,1,0,0,0,경기,수원시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,953308,1917994,126.9734356,37.25967072
2018,2018-02-10 03:20,야,토,1,1,0,0,0,경기,용인시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,화물차,화물차,964863,1924530,127.1034336,37.31909256
2018,2018-02-20 05:28,야,화,1,3,0,1,1,경기,용인시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,968834,1921225,127.1483894,37.28944367
2018,2018-03-26 16:10,주,월,1,2,0,0,1,경기,평택시,차대차,추돌,추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,화물차,화물차,화물차,945362,1894572,126.8855406,37.04812001
2018,2018-04-14 16:30,주,토,1,1,0,0,0,경기,수원시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,958341,1923814,127.0298667,37.31236921
2018,2018-03-06 23:40,야,화,1,4,1,1,1,경기,성남시,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,승용차,승용차,승용차,959354,1940552,127.0403782,37.46328284
2018,2018-10-03 17:23,주,수,1,1,0,0,0,경기,성남시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,964097,1935070,127.0942772,37.41406708
2018,2018-01-01 03:20,야,월,1,3,2,0,0,경기,화성시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,951271,1916637,126.9505533,37.24733483
2018,2018-05-31 06:13,주,목,1,1,0,0,0,경기,화성시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,943521,1905277,126.8640319,37.14450292
2018,2018-08-03 22:33,야,금,1,1,0,0,0,경기,화성시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로부근,승합차,승합차,보행자,보행자,952917,1912923,126.9693468,37.21394265
2018,2018-07-19 07:10,주,목,1,1,0,0,0,경기,화성시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,기타,기타,화물차,화물차,이륜차,이륜차,943797,1897920,126.8676911,37.0782057
2018,2018-01-16 00:00,야,화,1,1,0,0,0,경기,화성시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,941679,1910194,126.8429081,37.18870961
2018,2018-03-07 19:55,야,수,1,1,0,0,0,경기,화성시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,945906,1908616,126.8906446,37.17474063
2018,2018-05-02 19:40,야,수,1,1,0,0,0,경기,하남시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,975465,1948602,127.222289,37.53641015
2018,2018-10-23 08:23,주,화,1,1,0,0,0,경기,부천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,938449,1946541,126.8034984,37.51610597
2018,2018-08-22 05:20,야,수,1,3,2,0,0,경기,부천시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,승용차,승용차,934870,1949210,126.7627652,37.53991559
2018,2018-07-03 16:15,주,화,1,1,0,0,0,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로내,승합차,승합차,보행자,보행자,966603,1925734,127.1230171,37.33000928
2018,2018-04-28 22:28,야,토,1,1,0,0,0,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,966758,1921483,127.1249571,37.29169734
2018,2018-07-20 13:25,주,금,1,1,0,0,0,강원,춘천시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1015313,1981417,127.6740177,37.83238233
2018,2018-03-27 15:24,주,화,1,1,0,0,0,강원,춘천시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1024637,1991197.1,127.7803089,37.92032598
2018,2018-10-17 16:35,주,수,1,1,0,0,0,강원,춘천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1020715,1986708.3,127.7355575,37.87996636
2018,2018-04-16 21:25,야,월,1,1,0,0,0,강원,강릉시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,승합차,승합차,보행자,보행자,1124563.2,1974730.2,128.9141974,37.76375508
2018,2018-06-19 21:40,야,화,1,1,0,0,0,강원,강릉시,차량단독,전복,전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1118893.6,1950372.3,128.8458776,37.54502256
2018,2018-09-29 06:10,주,토,1,1,0,0,0,강원,강릉시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,이륜차,이륜차,1118577,1980940,128.8472681,37.82050577
2018,2018-06-15 04:25,야,금,1,1,0,0,0,강원,강릉시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,승용차,승용차,1122842,1975379.9,128.8947715,37.76984211
2018,2018-08-11 23:25,야,토,1,1,0,0,0,강원,강릉시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,1124148.6,1975471.6,128.9096185,37.77049187
2018,2018-12-23 12:10,주,일,1,1,0,0,0,강원,강릉시,차대차,후진중충돌,후진중충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1124150,1972839,128.9091842,37.74677054
2018,2018-10-20 19:40,야,토,1,1,0,0,0,강원,강릉시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1136604.5,1958653.6,129.0478471,37.61718418
2018,2018-10-12 15:30,주,금,1,1,0,0,0,강원,강릉시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,농기계,농기계,없음,없음,1134699,1966042,129.0276265,37.68403654
2018,2018-02-19 16:00,주,월,1,2,0,1,0,강원,원주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,건설기계,건설기계,1058597,1916554,128.1607012,37.24601817
2018,2018-10-22 13:51,주,월,1,2,1,0,0,강원,양양군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1098293,2006034,128.6202735,38.04904528
2018,2018-06-23 19:50,야,토,1,1,0,0,0,강원,속초시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,화물차,승용차,승용차,1095249,2023439,128.5879115,38.20620858
2018,2018-05-27 13:25,주,일,1,1,0,0,0,강원,삼척시,차량단독,전복,전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,1134676,1919395,129.0188344,37.2637265
2018,2018-07-25 11:55,주,수,2,3,1,0,0,강원,영월군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,교량위,승용차,승용차,승용차,승용차,1093008,1902766,128.546932,37.11895162
2018,2018-04-12 03:16,야,목,1,1,0,0,0,강원,영월군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,승용차,없음,없음,1105828,1905771,128.6916365,37.14467151
2018,2018-12-02 17:18,주,일,1,1,0,0,0,강원,홍천군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1059342,1962728,128.1728186,37.66214268
2018,2018-10-08 18:35,야,월,1,1,0,0,0,강원,정선군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,1103697,1931148,128.6711819,37.37361169
2018,2018-02-23 21:00,야,금,1,11,4,2,4,강원,정선군,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,터널안,승용차,승용차,승용차,승용차,1117614,1913407,128.8255196,37.21207681
2018,2018-10-08 19:02,야,월,1,1,0,0,0,강원,정선군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1123518,1912488,128.8918885,37.20303209
2018,2018-08-11 10:30,주,토,1,1,0,0,0,강원,횡성군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,자전거,자전거,자전거,자전거,1043162,1943737,127.9882583,37.49187635
2018,2018-06-28 09:05,주,목,1,1,0,0,0,강원,횡성군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,1057422,1953919,128.1503589,37.58287023
2018,2018-04-04 22:40,야,수,1,3,2,0,0,강원,횡성군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1042781,1943560,127.9839382,37.49029872
2018,2018-08-14 09:08,주,화,1,3,0,2,0,강원,고성군,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,승용차,승용차,1090586,2028708,128.5353329,38.25416935
2018,2018-11-23 09:43,주,금,1,1,0,0,0,강원,양구군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,1042704,2011880,127.9870939,38.10606265
2018,2018-05-04 11:27,주,금,1,2,0,1,0,강원,양구군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,건설기계,건설기계,1039278.6,2005827.7,127.9476913,38.05167175
2018,2018-02-05 07:06,주,월,1,1,0,0,0,충북,청주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,998254,1848096,127.4804708,36.63074368
2018,2018-06-12 10:05,주,화,1,1,0,0,0,충북,청주시,철길건널목,철길건널목,철길건널목,운전자법규위반,안전운전 의무 불이행,철길건널목,철길건널목,이륜차,이륜차,기타,기타,1001356,1858873,127.5151861,36.72789808
2018,2018-10-27 07:00,주,토,1,1,0,0,0,충북,청주시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,건설기계,건설기계,승용차,승용차,998584,1862326,127.4841355,36.75902616
2018,2018-10-18 23:45,야,목,1,4,0,3,0,충북,청주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,승용차,승용차,1004729,1858863,127.5529609,36.72779712
2018,2018-01-30 15:50,주,화,1,1,0,0,0,충북,충주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,건설기계,건설기계,없음,없음,1025869,1886419,127.7906489,36.97586097
2018,2018-06-04 18:45,야,월,1,1,0,0,0,충북,충주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1036079,1884120,127.9052504,36.95480095
2018,2018-09-03 19:45,야,월,1,1,0,0,0,충북,제천시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,건설기계,건설기계,1064880,1903970,128.2304458,37.13217701
2018,2018-09-06 20:30,야,목,1,1,0,0,0,충북,영동군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승합차,승합차,1026657,1799959,127.796506,36.19640761
2018,2018-08-18 17:45,주,토,1,1,0,0,0,충북,영동군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,이륜차,이륜차,1022900,1794774,127.7545661,36.14975798
2018,2018-08-16 16:12,주,목,1,1,0,0,0,충북,괴산군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,없음,없음,1029545,1872859,127.8314204,36.8535173
2018,2018-02-20 13:25,주,화,1,3,2,0,0,충북,괴산군,차대차,추돌,추돌,운전자법규위반,차로위반(진로변경 위반),단일로,교량위,화물차,화물차,승용차,승용차,1020708,1866946,127.7321314,36.8004489
2018,2018-02-15 02:20,야,목,2,2,0,0,0,충북,괴산군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,1022924,1870983,127.7570936,36.83678983
2018,2018-02-21 00:28,야,수,1,1,0,0,0,충북,음성군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,없음,없음,1015361,1886609,127.6725917,36.97780403
2018,2018-09-13 05:30,야,목,1,3,2,0,0,충북,음성군,차대차,추돌,추돌,운전자법규위반,과속,교차로,교차로부근,화물차,화물차,화물차,화물차,1004776,1886827,127.5536632,36.9798825
2018,2018-08-08 19:25,야,수,1,1,0,0,0,충북,단양군,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,기타,기타,화물차,화물차,보행자,보행자,1077540,1887840,128.3712993,36.9858287
2018,2018-10-26 06:32,주,금,1,1,0,0,0,충북,진천군,차대사람,기타,기타,운전자법규위반,과속,교차로,교차로내,승용차,승용차,보행자,보행자,991692,1869715,127.4068389,36.82560068
2018,2018-07-21 10:18,주,토,1,1,0,0,0,충북,진천군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,이륜차,이륜차,994522,1872930,127.4385497,36.85460346
2018,2018-06-04 04:35,야,월,1,4,2,0,1,충북,청주시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,화물차,화물차,992500,1854916,127.4160449,36.69219761
2018,2018-05-01 05:10,야,화,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로내,승용차,승용차,보행자,보행자,994216,1852134,127.4352748,36.66713012
2018,2018-04-22 02:00,야,일,1,1,0,0,0,충북,청주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,989926,1842774,127.3873909,36.58271412
2018,2018-07-25 07:00,주,수,1,1,0,0,0,충북,청주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,이륜차,이륜차,993902,1853079,127.4317535,36.67564726
2018,2018-05-08 13:20,주,화,1,1,0,0,0,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,987478,1843250,127.360019,36.58697629
2018,2018-08-25 15:22,주,토,1,1,0,0,0,충북,청주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,승용차,보행자,보행자,998812,1847806,127.4867125,36.6281302
2018,2018-12-12 21:27,야,수,1,1,0,0,0,충북,청주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,1004772,1850288,127.553389,36.65049415
2018,2018-02-13 00:40,야,화,1,3,2,0,0,충북,괴산군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,특수차,화물차,화물차,1041224.2,1869575,127.96225,36.82347662
2018,2018-12-18 07:20,주,화,1,1,0,0,0,경기,광주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,기타,기타,승합차,승합차,화물차,화물차,985754,1924852,127.3392078,37.32255031
2018,2018-11-16 13:30,주,금,1,3,2,0,0,충북,괴산군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,특수차,승용차,승용차,1043962,1862436,127.9925361,36.75899943
2018,2018-08-10 22:40,야,금,1,1,0,0,0,충남,서산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,농기계,농기계,902276,1847130,126.407158,36.61702508
2018,2018-09-14 18:10,야,금,1,1,0,0,0,충남,서산시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,이륜차,이륜차,903863,1861353,126.4231168,36.74538297
2018,2018-11-07 14:10,주,수,1,1,0,0,0,충남,서산시,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,911980,1850746,126.5152473,36.65056425
2018,2018-08-04 16:00,주,토,1,1,0,0,0,충남,서산시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,905786,1861869,126.4445903,36.75022679
2018,2018-11-24 04:55,야,토,1,1,0,0,0,충남,서산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,905923,1864834,126.445759,36.77696471
2018,2018-12-12 08:52,주,수,1,1,0,0,0,충남,서산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,914093,1859048,126.5379524,36.72558849
2018,2018-03-20 05:55,야,화,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,967689,1869816,127.137682,36.82599565
2018,2018-07-20 12:40,주,금,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,965719,1867101,127.1157143,36.80145189
2018,2018-10-21 18:50,야,일,1,1,0,0,0,충남,천안시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,건설기계,건설기계,966734,1878015,127.126614,36.89987198
2018,2018-12-21 07:10,주,금,1,1,0,0,0,충남,천안시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,967102,1884183,127.1304761,36.95548541
2018,2018-12-04 07:30,주,화,1,3,0,2,0,충남,논산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,단일로,기타단일로,승합차,승합차,없음,없음,964232,1796009,127.1023341,36.16050262
2018,2018-04-15 22:55,야,일,1,1,0,0,0,충남,홍성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,923310,1844123,126.642653,36.59184503
2018,2018-11-07 19:00,야,수,1,2,0,1,0,충남,홍성군,차량단독,기타,기타,운전자법규위반,중앙선 침범,교차로,교차로부근,승합차,승합차,없음,없음,909814,1841335,126.4921222,36.56553424
2018,2018-11-13 04:12,야,화,1,1,0,0,0,충남,아산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,이륜차,이륜차,958355,1864130,127.0333295,36.77437459
2018,2018-05-15 02:10,야,화,1,5,4,0,0,충남,아산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,승합차,승합차,948013,1862791,126.9175341,36.76179338
